1,0.0,0.328462,0.021575,0.133577,0.195336,0.005480,0.164306,0.308957,0.038512,0.189191
1,0.0,0.046359,0.076738,0.330045,0.068968,0.027266,0.150349,0.469030,0.032322,0.067882
1,0.0,0.024386,0.163583,0.452690,0.020467,0.034404,0.116124,0.276084,0.014394,0.043714
1,0.0,0.022213,0.037830,0.251259,0.039390,0.021521,0.102155,0.434783,0.010313,0.077374
1,0.0,0.028085,0.095001,0.156139,0.059492,0.030751,0.004852,0.416416,0.014219,0.136172
1,0.0,0.037306,0.097337,0.135487,0.026280,0.021271,0.088229,0.396811,0.009293,0.109020
1,0.0,0.034292,0.076945,0.188311,0.070161,0.026574,0.019864,0.314478,0.022028,0.092708
1,0.0,0.013334,0.144124,0.341756,0.022083,0.015288,0.125558,0.261342,0.016777,0.014278
1,0.0,0.013231,0.128079,0.012393,0.029404,0.040234,0.138895,0.349326,0.003241,0.029347
1,0.0,0.035447,0.029322,0.332341,0.006803,0.020713,0.056334,0.236142,0.022013,0.089387
1,0.0,0.039231,0.108667,0.302364,0.059823,0.006788,0.171437,0.077223,0.014831,0.081686
1,0.0,0.042137,0.061340,0.070162,0.047967,0.035223,0.127474,0.293613,0.047575,0.030947
1,0.0,0.021886,0.022805,0.196821,0.038312,0.027133,0.061478,0.333428,0.009418,0.100176
1,0.0,0.023339,0.030170,0.168547,0.067773,0.042083,0.046158,0.283239,0.013431,0.047515
1,0.0,0.038256,0.022981,0.054620,0.066281,0.063014,0.158894,0.062133,0.020586,0.062309
1,0.0,0.034022,0.091788,0.117971,0.058418,0.031169,0.066276,0.196930,0.012956,0.085598
1,0.0,0.031140,0.050257,0.022793,0.038468,0.033163,0.100110,0.134712,0.019604,0.061311
1,0.0,0.022182,0.065903,0.038494,0.029291,0.039064,0.074630,0.285994,0.011141,0.023582
1,0.0,0.035397,0.053983,0.039183,0.088884,0.037971,0.096354,0.262180,0.024646,0.051141
1,0.0,0.013593,0.066133,0.024072,0.052125,0.016589,0.097265,0.135736,0.039425,0.098108
1,0.0,0.029248,0.104049,0.319433,0.051362,0.016119,0.099591,0.257366,0.013349,0.063207
1,0.0,0.024011,0.066905,0.007294,0.049739,0.029005,0.087558,0.350958,0.027277,0.029890
1,0.0,0.043538,0.022990,0.204387,0.067510,0.025369,0.091900,0.288697,0.000267,0.171969
1,0.0,0.030678,0.096856,0.206159,0.047380,0.035900,0.111195,0.095812,0.047435,0.143692
1,0.0,0.021825,0.089676,0.207945,0.032237,0.044361,0.071429,0.016360,0.030612,0.080518
1,0.0,0.029155,0.081502,0.054142,0.078857,0.043214,0.070319,0.159808,0.017256,0.083799
1,0.0,0.016393,0.066534,0.175447,0.067684,0.032221,0.008631,0.263985,0.027393,0.016579
2,0.0,0.166666,0.214155,0.319708,0.161593,0.222900,0.222372,0.991939,0.134360,0.575250
2,0.0,0.222426,0.247558,0.311774,0.119408,0.191236,0.719559,0.774124,0.303630,0.959726
2,0.0,0.215668,0.231285,0.249073,0.101722,0.192760,0.655200,0.614231,0.136565,0.909756
2,0.0,0.046767,0.249370,0.165424,0.112764,0.199175,0.255940,0.543651,0.149884,0.646839
2,0.0,0.080829,0.215264,0.214828,0.118848,0.208694,0.207675,0.486691,0.142253,0.335439
2,0.0,0.111664,0.245897,0.158927,0.087324,0.184311,0.208548,0.421742,0.175295,0.287398
2,0.0,0.104548,0.182388,0.200655,0.142838,0.232013,0.168179,0.438624,0.070466,0.454881
2,0.0,0.143677,0.262227,0.169321,0.127103,0.190080,0.240847,0.422013,0.143961,0.518936
2,0.0,0.125942,0.167427,0.287736,0.096681,0.215442,0.206472,0.320693,0.126634,0.286540
2,0.0,0.296287,0.406256,0.256641,0.141878,0.192205,0.144182,0.678773,0.127291,0.623094
2,0.0,0.064256,0.213898,0.191628,0.104054,0.184550,0.245678,0.353323,0.206750,0.509695
2,0.0,0.102236,0.249587,0.109508,0.135664,0.168796,0.197980,0.448081,0.142658,0.230439
2,0.0,0.088607,0.238525,0.135451,0.105102,0.165956,0.408092,0.599686,0.126348,0.191235
2,0.0,0.168430,0.183308,0.247450,0.087786,0.191807,0.221554,0.312129,0.167511,0.390559
2,0.0,0.126868,0.192536,0.148839,0.121472,0.166580,0.176089,0.365229,0.119474,0.415046
2,0.0,0.151570,0.191569,0.159678,0.127604,0.191887,0.199717,0.304245,0.126208,0.231263
2,0.0,0.190201,0.192034,0.166592,0.096219,0.191768,0.191872,0.404049,0.119421,0.479424
2,0.0,0.105129,0.197992,0.176185,0.118889,0.159435,0.174386,0.384520,0.126314,0.295341
2,0.0,0.097223,0.230080,0.158687,0.103970,0.183202,0.192621,0.390701,0.103010,0.744149
2,0.0,0.054412,0.191106,0.174990,0.095142,0.177423,0.246395,0.303768,0.119026,0.406613
2,0.0,0.208257,0.181307,0.153356,0.086829,0.207577,0.182581,0.310169,0.119940,0.495033
2,0.0,0.086588,0.224145,0.127794,0.102700,0.183347,0.190432,0.351655,0.111799,0.415744
2,0.0,0.053905,0.208566,0.135469,0.087485,0.182116,0.143065,0.320752,0.094434,0.190374
2,0.0,0.088407,0.168261,0.165922,0.079994,0.173157,0.177026,0.325856,0.135436,0.432701
2,0.0,0.095127,0.167870,0.152068,0.088210,0.173488,0.200671,0.352977,0.084525,0.495189
2,0.0,0.054579,0.199615,0.136271,0.119905,0.168543,0.221758,0.255081,0.152255,0.470045
2,0.0,0.089148,0.159185,0.174487,0.094704,0.168888,0.206673,0.376174,0.118401,0.454155
2,0.0,0.088407,0.168261,0.165922,0.079994,0.173157,0.177026,0.325856,0.135436,0.432701
2,0.0,0.095127,0.167870,0.152068,0.088210,0.173488,0.200671,0.352977,0.084525,0.495189
2,0.0,0.054579,0.199615,0.136271,0.119905,0.168543,0.221758,0.255081,0.152255,0.470045
2,0.0,0.089148,0.159185,0.174487,0.094704,0.168888,0.206673,0.376174,0.118401,0.454155
3,0.0,0.238497,0.566896,0.184674,0.312035,0.253338,0.224349,1.310584,0.119644,0.934942
3,0.0,0.190719,0.224831,0.335754,0.222367,0.175791,0.208102,0.645675,0.632262,2.662381
3,0.0,0.276675,0.272099,0.152228,0.183175,0.318849,0.151397,0.567910,0.192547,1.869774
3,0.0,0.128054,0.302012,0.335506,0.175912,0.183452,0.166735,0.599059,0.192211,2.373302
3,0.0,0.174815,0.304160,0.182595,0.240282,0.503725,0.134305,1.207928,0.200448,1.053696
3,0.0,0.207539,0.311628,0.248237,0.278968,0.240015,0.214901,0.631704,0.151889,1.942646
3,0.0,0.205896,0.224164,0.198711,0.207569,0.224113,0.158914,0.591682,0.168013,1.231532
3,0.0,0.213568,0.265339,0.213317,0.176633,0.231227,0.198405,1.448401,0.168517,0.868490
3,0.0,0.143074,0.207945,0.192226,0.158474,0.192090,0.182028,0.488211,0.191158,1.286572
3,0.0,0.176022,0.207145,0.207648,0.768713,0.184147,0.245826,0.535563,0.167914,1.470305
3,0.0,0.151708,0.224583,0.165179,0.192771,0.229980,0.176040,0.495411,0.193218,0.556834
3,0.0,0.246584,0.192419,0.191527,0.213405,0.272298,0.191028,1.383550,0.136053,1.766990
3,0.0,0.191132,0.174619,0.199461,0.223652,0.184799,0.174274,0.551599,0.152258,1.582174
3,0.0,0.191391,0.183534,0.183365,0.231234,0.223439,0.191428,0.807662,0.200336,2.407365
3,0.0,0.177142,0.366686,0.141978,0.191210,0.208147,0.191601,0.872076,0.159443,1.334458
3,0.0,0.180404,0.211894,0.208028,0.238263,0.247829,0.198768,0.607033,0.175406,1.855043
3,0.0,0.184421,0.214978,0.192788,0.189614,0.223721,0.183495,0.703532,0.176684,1.181603
3,0.0,0.304239,0.360052,0.230767,0.214987,0.224024,0.128483,0.662641,0.222995,2.062989
3,0.0,0.167687,0.240187,0.190821,0.240165,0.198975,0.207584,0.616142,0.160059,1.270449
3,0.0,0.209496,0.166537,0.207247,0.286779,0.384639,0.190412,0.863488,0.815597,1.287061
3,0.0,0.157407,0.335646,0.168041,0.216099,0.222988,0.255017,0.488758,0.167313,0.493850
3,0.0,0.351609,0.278285,0.175555,0.168215,0.255252,0.256494,0.926102,0.303974,1.431485
3,0.0,0.216506,0.199274,0.174531,0.264360,0.223791,0.213752,1.111775,0.768727,1.334681
3,0.0,0.207230,0.191363,0.182304,0.215496,0.217306,0.198036,0.695971,0.223210,1.879137
3,0.0,0.189000,0.216228,0.151299,0.208086,0.215701,0.199272,0.520175,0.221591,1.376144
3,0.0,0.189918,0.200110,0.190597,0.216225,0.279541,0.183694,0.383338,0.207109,1.415051
3,0.0,0.181953,0.224124,0.167311,0.206125,0.208538,0.192322,0.478482,0.174881,1.623352
4,0.0,0.255591,0.150292,0.407649,0.168389,0.072449,0.206373,0.750332,0.255552,0.959133
4,0.0,0.078988,0.183250,0.166597,0.176810,0.070704,0.631015,0.791555,0.295654,0.718962
4,0.0,0.101632,0.136619,0.174404,0.160882,0.086099,0.406751,0.632877,0.230970,0.846435
4,0.0,0.111831,0.159367,0.134912,0.191947,0.102193,0.175735,0.705181,0.534450,0.358841
4,0.0,0.078914,0.135150,0.173580,0.145247,0.085705,0.175644,0.801374,0.325470,0.328350
4,0.0,0.093796,0.169453,0.213589,0.128038,0.080498,0.214567,0.487473,0.303381,0.234584
4,0.0,0.086601,0.192337,0.157861,0.143555,0.080234,0.167384,0.606564,0.383685,0.351214
4,0.0,0.103244,0.200169,0.152663,0.134382,0.070674,0.183592,0.639667,0.432060,0.302241
4,0.0,0.071028,0.160330,0.213866,0.143806,0.097156,0.165483,0.425702,0.278322,0.726061
4,0.0,0.127035,0.144267,0.175457,0.159156,0.087230,0.144078,0.575542,0.304599,0.277442
4,0.0,0.087200,0.167267,0.144061,0.168217,0.095377,0.183110,0.670747,0.272076,0.358549
4,0.0,0.094289,0.160465,0.212997,0.168646,0.102789,0.200732,0.606174,0.438926,0.318293
4,0.0,0.111475,0.176580,0.173284,0.176085,0.079174,0.223972,0.471188,0.287400,0.695449
4,0.0,0.095025,0.198405,0.144357,0.160306,0.079613,0.285718,0.511990,0.422967,0.519274
4,0.0,0.072774,0.135867,0.157905,0.199579,0.118996,0.384682,0.502661,0.255261,1.038670
4,0.0,0.079643,0.168166,0.238628,0.134286,0.104309,0.181976,0.489171,0.295284,0.422503
4,0.0,0.063554,0.127398,0.182684,0.176470,0.071045,0.207232,0.359114,0.351203,0.302664
4,0.0,0.085355,0.153147,0.149703,0.208622,0.118416,0.246874,0.454453,0.263543,0.774152
4,0.0,0.119595,0.143507,0.167221,0.200368,0.104188,0.198181,0.575327,0.288179,0.350144
4,0.0,0.079697,0.143312,0.262542,0.143434,0.103273,0.294032,0.439518,0.225945,0.356716
4,0.0,0.101156,0.159704,0.199763,0.224426,0.159632,0.287425,0.799764,0.582388,0.319021
4,0.0,0.141424,0.176414,0.191425,0.165962,0.104155,0.176685,0.454002,0.288087,0.397827
4,0.0,0.104168,0.175002,0.223444,0.143096,0.111779,0.239382,0.390501,0.280601,0.301817
4,0.0,0.094509,0.184539,0.205414,0.152579,0.118506,0.214669,0.425545,0.373714,0.287054
4,0.0,0.121243,0.157665,0.167623,0.144387,0.095971,0.190492,0.335141,0.415722,0.295024
4,0.0,0.093420,0.152099,0.166443,0.143236,0.096885,0.182145,0.327583,0.344314,0.326057
4,0.0,0.103296,0.167984,0.192271,0.126703,0.103177,0.230523,0.392314,0.407578,0.302368
5,0.0,0.166911,0.110818,0.496643,0.135509,0.205532,1.007372,1.944423,0.262779,0.326772
5,0.0,0.319916,0.312741,0.261495,0.255470,0.296590,0.671332,0.471399,0.391280,0.301966
5,0.0,0.176292,0.222185,0.199628,0.256629,0.190869,0.527026,0.807987,0.264243,0.390227
5,0.0,0.175619,0.206388,0.193418,0.199596,0.198195,0.247542,0.422279,0.305021,0.333476
5,0.0,0.215416,0.265743,0.156463,0.239513,0.207631,0.399685,0.801491,0.246812,0.740792
5,0.0,0.209131,0.301777,0.185256,0.222350,0.208129,0.486504,0.510855,0.279880,0.303162
5,0.0,0.254469,0.272611,0.199470,0.213488,0.192920,0.487014,0.487159,0.239881,0.325972
5,0.0,0.176600,0.198935,0.216309,0.230218,0.191282,0.305221,0.311332,0.262561,0.286218
5,0.0,0.199753,0.184434,0.189516,0.207864,0.193129,0.309826,0.376069,0.295526,0.574948
5,0.0,0.198096,0.248678,0.174619,0.208260,0.182212,0.265061,0.405664,0.272605,0.391327
5,0.0,0.184537,0.183303,0.150352,0.464742,0.174132,0.431697,0.543592,0.256489,0.302731
5,0.0,0.446831,0.398004,0.233086,0.126354,0.087932,0.365943,0.552811,0.245975,0.198485
5,0.0,0.191570,0.239142,0.151521,0.183759,0.199733,0.279299,0.367681,0.263554,0.367038
5,0.0,0.198076,0.264229,0.143384,0.166600,0.168625,0.359323,0.422628,0.255538,0.295059
5,0.0,0.231167,0.471312,0.175476,0.201194,0.207387,0.405873,0.407809,0.255923,0.470213
5,0.0,0.216363,0.247606,0.166213,0.169356,0.175884,0.310348,0.472212,0.229495,0.230965
5,0.0,0.168389,0.215659,0.157600,0.175962,0.184724,0.223352,0.342658,0.230427,0.247461
5,0.0,0.192670,0.198271,0.151200,0.151123,0.167976,0.383372,0.328231,0.239437,0.254469
5,0.0,0.184583,0.190502,0.167455,0.231461,0.215579,0.367594,0.271551,0.247671,0.254896
5,0.0,0.184466,0.181965,0.167737,0.199946,0.142738,0.431771,0.271984,0.239078,0.255364
5,0.0,0.192240,0.200003,0.158084,0.190985,0.095965,0.526989,0.625827,0.286751,0.476609
5,0.0,0.176587,0.238143,0.143403,0.168260,0.160158,0.382434,0.287438,0.240475,0.374212
5,0.0,0.172847,0.200223,0.135318,0.176675,0.165647,0.248337,0.319464,0.230891,0.223845
5,0.0,0.193162,0.189747,0.144559,0.159614,0.142209,0.248935,0.319293,0.238557,0.246701
5,0.0,0.185161,0.213994,0.151472,0.167901,0.110756,0.416256,0.351164,0.256163,0.237310
5,0.0,0.188952,0.231661,0.151579,0.143796,0.142432,0.399688,0.375306,0.257090,0.806035
5,0.0,0.190544,0.184860,0.150747,0.159644,0.109833,0.744383,0.501924,0.261323,0.246975